Readable ID,Firestore ID,Name,Category Level,Display Level,Parent Readable ID,Parent Name,Order,Full Path
did-your-mother-have-any,kFFmR5ma1CFWACwqblON,"Did your mother have any siblings?",3,3,my-mother,"My Mother",2,"Introduction > My Mother > Did your mother have any siblings?"
european-controller,kJaRp3BIfSCkmjg2FKzs,"European Controller",4,4,harris-3m,"Harris/3M",3,"Adulthood > Career > Harris/3M > European Controller"
what-was-your-management-style,kNuMpqpTXWvVdey5OgUK,"What was your management style?",3,3,career-reflection,"Career Reflection",29,"Adulthood > Career Reflection > What was your management style?"
what-financial-freedom-meant,kPqPSHGnXGPiRDNfaHRF,"What financial freedom meant?",3,3,financial,"Financial",6,"THEMES > Financial > What financial freedom meant?"
knocked-his-teeth-out,kQZazIgqUnaXLvKqj31f,"Knocked His
Teeth Out",4,4,what-do-you-remember-outside,"What do you remember outside of school about this time?",6,"Preschool > Elementary School > What do you remember outside of school about this time? > Knocked His
Teeth Out"
what-states-have-you-been-to,kTUsfDzdsA6tXNhsnQd0,"What states have you been to?",3,3,music,"Music",3,"THEMES > Music > What states have you been to?"
gig-economy-and-worker-rights,kUPyaOwHZP4Tobroodur,"Gig Economy and Worker Rights:",3,3,issues,"Issues",2,"THEMES > Issues > Gig Economy and Worker Rights:"
what-was-your-relationship,kWVaCRBbkgFfLB69BaBD,"What was your relationship with your parents like when you were a child,
teenager, or adult?",3,3,their-partnership,"Their Partnership",6,"Introduction > Their Partnership > What was your relationship with your parents like when you were a child,
teenager, or adult?"
started-strong-finished-middle,kavJFEqyryAzajr9bWYS,"Started Strong, Finished
Middle",4,4,how-did-you-choose-a-major,"How did you choose a major?",1,"Adulthood > Graduate School > How did you choose a major? > Started Strong, Finished
Middle"
who-were-your-friends,kg2lQHnO0lnJGbo7EtLX,"Who were your friends?",3,3,high-school,"High School",21,"Preschool > High School > Who were your friends?"
what-challenges-did-you,kiqk7daIUF8pKpYZk2CY,"What challenges did you overcome?",3,3,college,"College",23,"Adulthood > College > What challenges did you overcome?"
dale-carnegie,kkccZ177EZhl89kp22Kx,"Dale Carnegie",4,4,university-of-south-carolina,"University of South Carolina",6,"Adulthood > Career > University of South Carolina > Dale Carnegie"
what-historical-events,koAYt6WNcHVzacD1vtoo,"What historical events impacted you?",3,3,parenthood,"Parenthood",74,"Adulthood > Parenthood > What historical events impacted you?"
spitting-black,koggoCMdvYmfnlqdieWN,"Spitting Black",4,4,what-do-you-remember-from-this,"What do you remember from this period?",11,"Preschool > What do you remember from this period? > Spitting Black"
mistletoe,krWljKFnTNVWdJXjleBQ,"Mistletoe",4,4,what-do-you-remember-outside,"What do you remember outside of school about this time?",13,"Preschool > Elementary School > What do you remember outside of school about this time? > Mistletoe"
1960,kvhHrAasr11l6AcOufwZ,"1960",4,4,business,"Business",0,"The Decades > The 1960�s > Business > 1960"
cub-scouts,l2Bq9aVEOCRg341Zxlr6,"Cub Scouts",4,4,what-do-you-remember-outside,"What do you remember outside of school about this time?",3,"Preschool > Elementary School > What do you remember outside of school about this time? > Cub Scouts"
family,l8JxxNzcPonfjakhmfWG,"Family",3,3,elementary-school,"Elementary School",15,"Preschool > Elementary School > Family"
1982,lC1KFWSUsOxoBc5vqqfE,"1982",4,4,business,"Business�",2,"The Decades > The 1980�s > Business� > 1982"
what-are-you-most-grateful-for,lCVkaHkzi5I1CliF1qvy,"What are you most grateful for?",3,3,legacy,"Legacy",9,"THEMES > Legacy > What are you most grateful for?"
political-polarization,lGRucSwKumFNkYir6G4g,"Political Polarization:",3,3,issues,"Issues",14,"THEMES > Issues > Political Polarization:"
what-fashion-trends-came-about,lHwgF8Q9fwbEdMkxWyze,"What fashion trends came about",3,3,high-school,"High School",40,"Preschool > High School > What fashion trends came about"
what-cycles-repeat,lMCkGQKc4Irjf21iKi9H,"What cycles repeat?",3,3,era-overview,"Era Overview",5,"THEMES > Era Overview > What cycles repeat?"
what-games-did-you-play-at,lMMmZgg5C7LzqynVfg2t,"What games did you play at school?",3,3,elementary-school,"Elementary School",7,"Preschool > Elementary School > What games did you play at school?"
learned-to-ride-a-bike,lMivW1UJLeWN83DTpMNA,"Learned to Ride a Bike",4,4,what-do-you-remember-from-this,"What do you remember from this period?",10,"Preschool > What do you remember from this period? > Learned to Ride a Bike"
handyman,lO87zjX1MKFIhkJVMdch,"Handyman",4,4,what-stories-do-you-remember,"What stories do you remember about him?",3,"Introduction > My Maternal Grandfather > What stories do you remember about him? > Handyman"
worst-trip,lPZ7pv6hoQrQZzit9l3W,"Worst trip",4,4,did-you-ever-take-any-great,"Did you ever take any great road trips?",2,"THEMES > Music > Did you ever take any great road trips? > Worst trip"
the-davis-side,lUlZM4QY1HPax13IpP2M,"The Davis Side",4,4,what-do-you-know-about-the,"What do you know about the family origins?",2,"Introduction > Family Names > What do you know about the family origins? > The Davis Side"
finance-manager-row,lf6vCt1z4zkYFQkoX4lT,"Finance Manager, ROW",4,4,harris-3m,"Harris/3M",2,"Adulthood > Career > Harris/3M > Finance Manager, ROW"
missed-being-grand-master,lgV5dT2fLrIleFgitoaG,"Missed Being Grand Master",4,4,why-did-you-transfer-to,"Why
did you transfer to Clemson?",4,"Adulthood > College > Why
did you transfer to Clemson? > Missed Being Grand Master"
1993,lnQunJIlQg0mUD3wNKy3,"1993",4,4,the-1990-s,"The 1990�s",3,"The Decades > The 1990�s > 1993"
what-adventures-did-you-have,lqVA98IWdxLAJMiw1Uey,"What adventures did you have?",3,3,high-school,"High School",24,"Preschool > High School > What adventures did you have?"
1964,lzVdQ4rV6k3SGe4Kqirk,"1964",4,4,business,"Business",4,"The Decades > The 1960�s > Business > 1964"
did-you-have-any-siblings,m0fFQue6hTOYSfGii7nM,"Did you have any siblings?",3,3,my-siblings,"My Siblings",0,"Introduction > My Siblings > Did you have any siblings?"
integrated-classroom,m0fXd3Fk6DGqrtLNj3Yo,"Integrated Classroom",4,4,society-culture,"Society & Culture",1,"The Decades > The 1960�s > Society & Culture > Integrated Classroom"
what-stories-do-you-remember,m1L3PCd92USNbuamaUBV,"What stories do you remember about her?",3,3,my-paternal-grandmother,"My Paternal Grandmother",2,"Introduction > My Paternal Grandmother > What stories do you remember about her?"
vice-president-finance-cfo,m2A0mq7f76vfGfkW6ahb,"Vice President, Finance, CFO",4,4,caribiner,"Caribiner",0,"Adulthood > Career > Caribiner > Vice President, Finance, CFO"
what-parenting-style-did-you,m7SUv1mm79e2kuNkLVyc,"What parenting style did you develop?",3,3,parenthood,"Parenthood",16,"Adulthood > Parenthood > What parenting style did you develop?"
what-would-you-have-done,m7SwwEycEE3Jrr6y6Yvr,"What would you have done differently?",3,3,miscellaneous,"Miscellaneous",37,"THEMES > Miscellaneous > What would you have done differently?"
what-makes-you-depressed,m8XhEAeaI0gH4pw6LAgK,"What makes you depressed?",3,3,miscellaneous,"Miscellaneous",30,"THEMES > Miscellaneous > What makes you depressed?"
unnamed,mF0FhlCZAhYh2lFVsqF4,"",3,3,my-birth,"My Birth",1,"Introduction > My Birth > "
what-is-your-greatest,mJXLiSol91FYb5T4xALc,"What is your greatest achievement?",3,3,advice,"Advice",4,"THEMES > Advice > What is your greatest achievement?"
golf-team-success,mL6xcRCATaVkpqFbli9K,"Golf Team Success",4,4,did-you-participate-in-high,"Did
you participate in high school sports?",2,"Preschool > High School > Did
you participate in high school sports? > Golf Team Success"
holidays,mLogAN3z089cywTkykzV,"Holidays",2,2,themes,"THEMES",14,"THEMES > Holidays"
how-did-you-feel-when-your,mOWBZ25eZjFsC3Capz5I,"How did you feel when your first, second,
third child was born?",3,3,parenthood,"Parenthood",8,"Adulthood > Parenthood > How did you feel when your first, second,
third child was born?"
2022,mR8LKJ3KeuG29viF5C54,"2022",4,4,business,"Business",2,"The Decades > The 2020�s > Business > 2022"
preschool,mRmrTG9JkhXAKgIYDULH,"Preschool",1,1,,,2,"Preschool"
the-phone-recovery,mSAPo4gytersvHogfGxV,"The Phone Recovery",4,4,why-did-you-transfer-to,"Why
did you transfer to Clemson?",5,"Adulthood > College > Why
did you transfer to Clemson? > The Phone Recovery"
close-call,mSBRDgTsuiKX2jUixbn4,"Close Call",4,4,have-you-ever-missed-a-flight,"Have you ever missed a flight?",2,"THEMES > Music > Have you ever missed a flight? > Close Call"
what-progress-encourages,mVtTMpKpRvHl2gvyrkBg,"What progress encourages?",3,3,era-overview,"Era Overview",13,"THEMES > Era Overview > What progress encourages?"
the-2000-s,mWxJC1PNEAjkOGWX981y,"The
2000�s",2,2,the-decades,"The Decades",5,"The Decades > The
2000�s"
didn-t-make-the-team,mZGkxPtp8ZtKsdx6irg9,"Didn�t Make the Team",4,4,what-were-your-disappointments,"What were your disappointments?",0,"THEMES > Blessings > What were your disappointments? > Didn�t Make the Team"
what-legacy-are-you-creating,mbMl3IpPHgYYc6tukTyV,"What legacy are you creating?",3,3,parenthood,"Parenthood",119,"Adulthood > Parenthood > What legacy are you creating?"
times-were-different,mbegrLmDmSNk5gpucdpA,"Times Were Different",4,4,did-you-ever-get-in-trouble-at,"Did you ever get in
trouble at school as a child?",0,"Preschool > Elementary School > Did you ever get in
trouble at school as a child? > Times Were Different"
what-achievements-are-you,mdDQvdXeEtkOA1V7USox,"What achievements are you proud of?",3,3,high-school,"High School",7,"Preschool > High School > What achievements are you proud of?"
do-you-believe-in-ufos,meLS2o1A9yn0730gpZ1l,"Do you believe in
UFOs?",3,3,miscellaneous,"Miscellaneous",1,"THEMES > Miscellaneous > Do you believe in
UFOs?"
kappa-sigma,mlDm3fYxaRtIV1GcIsow,"Kappa Sigma",4,4,what-memories-do-you-have-of,"What memories do you have of college?",5,"Adulthood > College > What memories do you have of college? > Kappa Sigma"
1992,mmV6F3hjWSZENKY8ETBD,"1992",4,4,the-1990-s,"The 1990�s",2,"The Decades > The 1990�s > 1992"
what-simple-pleasures-of-life,moliHnVMZc6DwD9tjY6U,"What simple pleasures of life do you truly
enjoy?",3,3,miscellaneous,"Miscellaneous",35,"THEMES > Miscellaneous > What simple pleasures of life do you truly
enjoy?"
what-are-your-thoughts-on-the,mpaaKqtKhY0DbI4yWLzp,"What are your thoughts on the issues of the day?",3,3,issues,"Issues",0,"THEMES > Issues > What are your thoughts on the issues of the day?"
how-did-you-budget,mxDR12kBrE8C4zi4KYBb,"How did you budget?",3,3,financial,"Financial",17,"THEMES > Financial > How did you budget?"
how-did-you-choose-locations,mxNvh5V7FMJcm1TjzIFO,"How did you choose locations?",3,3,parenthood,"Parenthood",34,"Adulthood > Parenthood > How did you choose locations?"
what-advice-would-you-give,mzhPcd9i9E4aeYstr35d,"What advice would you give?",3,3,personal,"Personal",27,"THEMES > Personal > What advice would you give?"
parkins-mill-road,n6r0IOYL0mI7PL5BfmRR,"Parkins Mill Road",4,4,what-was-your-least-favorite,"What was your least favorite class?",1,"Preschool > High School > What was your least favorite class? > Parkins Mill Road"
financial-analyst,n7z8S9Wbht5VHN30wtqu,"Financial Analyst",4,4,ncr,"NCR",0,"Adulthood > Career > NCR > Financial Analyst"
did-you-ever-take-any-great,nFdGfPq9Xgf6Vx9oPQ8v,"Did you ever take any great road trips?",3,3,music,"Music",4,"THEMES > Music > Did you ever take any great road trips?"
bachelor-party,nMCFdlCD9Eg7SULg5gDe,"Bachelor Party",4,4,vacations,"Vacations",7,"THEMES > Vacations > Bachelor Party"
women-s-rights,nNgDiZMtyQMECP3t1knS,"Women�s Rights",4,4,society-culture,"Society & Culture",2,"The Decades > The 1960�s > Society & Culture > Women�s Rights"
what-are-you-grateful-for,nSsVe242aCef1ijeynmg,"What are you grateful for?",3,3,blessings,"Blessings",1,"THEMES > Blessings > What are you grateful for?"
ho,nU058LjKnp85CWJhq5Xo,"Ho",3,3,parenthood,"Parenthood",113,"Adulthood > Parenthood > Ho"
sandwich,nUUJHOWYvrKuAeGx77Pe,"Sandwich",4,4,favorites,"Favorites",7,"THEMES > Miscellaneous > Favorites > Sandwich"
late-night-exploring,nUz3N1HAd8rDEjd9Cj07,"Late Night Exploring",4,4,what-memories-do-you-have-of,"What memories do you have of college?",13,"Adulthood > College > What memories do you have of college? > Late Night Exploring"
what-would-you-consider-your,nVj3Mqr7nMcHpDFevKfg,"What would you consider your motto?",3,3,blessings,"Blessings",7,"THEMES > Blessings > What would you consider your motto?"
the-1980-s,nYLMuRcZEdyw5qM5zXBW,"The 1980�s",2,2,the-decades,"The Decades",3,"The Decades > The 1980�s"
what-advice-would-you-give-to,nZftb5M5E550FDcxRJou,"What advice would you give to a family
member about college?",3,3,college,"College",22,"Adulthood > College > What advice would you give to a family
member about college?"
who-were-influential-mentors,ncDAj3kbCIopZLnZn4s3,"Who were influential mentors?",3,3,career-reflection,"Career Reflection",25,"Adulthood > Career Reflection > Who were influential mentors?"
she-broke-up-with-me,neukM2aofxwjoLlwt6YW,"She Broke Up With Me",4,4,what-were-your-disappointments,"What were your disappointments?",2,"THEMES > Blessings > What were your disappointments? > She Broke Up With Me"
what-did-you-want-in-a-partner,ni9tuCbJK1oktZGAeilK,"What did you want in a partner?",3,3,childhood-reflection,"Childhood Reflection",40,"Preschool > Childhood Reflection > What did you want in a partner?"
first-play,nnaImOBDre6hUyVmiFOA,"First Play",4,4,how-have-sports-influenced,"How have sports influenced your life?",3,"THEMES > Sports > How have sports influenced your life? > First Play"
my-grand-parents,nner2gBIc2wbeiENC9Wz,"My Grand Parents",2,2,introduction,"Introduction",9,"Introduction > My Grand Parents"
security,nobsWvSCoYjI6mMXzxL8,"Security",4,4,how-did-you-choose-a-major,"How did you choose a major?",6,"Adulthood > Graduate School > How did you choose a major? > Security"
how-did-your-worldview-evolve,np9INuFUHJCAw7ar8yOJ,"How did your worldview evolve?",3,3,parenthood,"Parenthood",49,"Adulthood > Parenthood > How did your worldview evolve?"
what-are-your-career-regrets,nse7dc8LEUCkCyOW98EY,"What are your career regrets?",3,3,career-reflection,"Career Reflection",23,"Adulthood > Career Reflection > What are your career regrets?"
the-vietnam-war,nw3YE5ivQ18EFvGbyL8N,"The Vietnam War",4,4,society-culture,"Society & Culture",4,"The Decades > The 1960�s > Society & Culture > The Vietnam War"
how-were-your-grades,nwt5DcOYeW0gKF3fKbJX,"How were your grades?",3,3,middle-school,"Middle School",4,"Preschool > Middle School > How were your grades?"
friday-night-lights,nzl7yDFogRG4KSVac8ND,"Friday Night Lights",4,4,did-you-participate-in-high,"Did
you participate in high school sports?",9,"Preschool > High School > Did
you participate in high school sports? > Friday Night Lights"
how-did-your-parents-handle,o0HhD1tqaunjPucQxTUz,"How did your parents handle discipline?",3,3,my-siblings,"My Siblings",6,"Introduction > My Siblings > How did your parents handle discipline?"
what-experiences-most-shaped,o8LEShCJMb1jzoXdOcPL,"What experiences most shaped your life?",3,3,personal,"Personal",0,"THEMES > Personal > What experiences most shaped your life?"
who-was-your-maternal,o9LWdQmvi5WrGfx2hHUc,"Who was your maternal grandfather?",3,3,my-maternal-grandfather,"My Maternal Grandfather",0,"Introduction > My Maternal Grandfather > Who was your maternal grandfather?"
what-are-your-weaknesses,oATXTfJmkmRJKtq4CMjG,"What are your Weaknesses",3,3,miscellaneous,"Miscellaneous",34,"THEMES > Miscellaneous > What are your Weaknesses"
1968,oECnRpInUtNFQex091fg,"1968",4,4,business,"Business",8,"The Decades > The 1960�s > Business > 1968"
what-adventures-have-you-had,oGGBQQqdnL7zTFzc6OiT,"What adventures have you had?",3,3,adventures,"Adventures",0,"THEMES > Adventures > What adventures have you had?"
being-a-father,oLxrF2uW16sr9z1paYwB,"Being a Father",3,3,parenthood,"Parenthood",2,"Adulthood > Parenthood > Being a Father"
what-are-the-best-things-money,oNjGre33LNgVWIxUnS37,"What are the best things money can't buy?",3,3,advice,"Advice",13,"THEMES > Advice > What are the best things money can't buy?"
politics,oTX6CqT4iuENIWsby9zf,"Politics",3,3,the-2020-s,"The 2020�s",0,"The Decades > The 2020�s > Politics"
how-did-your-generation-differ,oXLc9K9qo3q1daAByneX,"How did your generation differ?",3,3,childhood-reflection,"Childhood Reflection",34,"Preschool > Childhood Reflection > How did your generation differ?"
what-skills-did-you-develop,oYpJVrpVGtHoGVMorvTn,"What skills did you develop?",3,3,parenthood,"Parenthood",58,"Adulthood > Parenthood > What skills did you develop?"
the-1970-s,oc1Zw9aZQghYbHhkaR02,"The
1970�s",4,4,what-memories-do-you-have-of,"What memories do you have of college?",15,"Adulthood > College > What memories do you have of college? > The
1970�s"
how-did-you-prepare-for,ocYJOs3Irr468BowcGR3,"How did you prepare for parenthood?",3,3,parenthood,"Parenthood",11,"Adulthood > Parenthood > How did you prepare for parenthood?"
what-changes-surprised-you,oddCtuIP4EgVWYDMYv2Q,"What changes surprised you?",3,3,parenthood,"Parenthood",90,"Adulthood > Parenthood > What changes surprised you?"
what-was-it-like-being-the,ofxWsRWxcyeDPa8jsoqF,"What was it like being the oldest?",3,3,my-siblings,"My Siblings",3,"Introduction > My Siblings > What was it like being the oldest?"
are-you-more-like-your-father,ogpOUNDm00bnBzFN91Dd,"Are you more like your father or your
mother? In what ways?",3,3,their-partnership,"Their Partnership",3,"Introduction > Their Partnership > Are you more like your father or your
mother? In what ways?"
brick-on-a-string,ohHvKTPbD54subWs9GFG,"Brick on a String",4,4,what-do-you-remember-outside,"What do you remember outside of school about this time?",18,"Preschool > Elementary School > What do you remember outside of school about this time? > Brick on a String"
what-successes-failures,ohmKrV3JRRGvCGfGYEmE,"What successes/failures (mistakes) have you
made?",3,3,miscellaneous,"Miscellaneous",36,"THEMES > Miscellaneous > What successes/failures (mistakes) have you
made?"
ice-cream,ooopDztXjeS6lfgKumKY,"Ice Cream",4,4,favorites,"Favorites",6,"THEMES > Miscellaneous > Favorites > Ice Cream"
nicknames,osQ1GJx2lF267AZJAu1r,"Nicknames",4,4,did-you-participate-in-high,"Did
you participate in high school sports?",12,"Preschool > High School > Did
you participate in high school sports? > Nicknames"
how-did-you-spend-summers,ouW95gIZbMmELKi4e0TO,"How did you spend summers?",3,3,elementary-school,"Elementary School",9,"Preschool > Elementary School > How did you spend summers?"
the-tattle-tail,ouYwHG82ReGPyepv51dI,"The Tattle Tail",4,4,what-stories-do-you-remember,"What stories do you remember about her?",3,"Introduction > My Paternal Grandmother > What stories do you remember about her? > The Tattle Tail"
who-were-memorable-teachers,owUGE5ovoARH19T8IRVw,"Who were memorable teachers?",3,3,high-school,"High School",5,"Preschool > High School > Who were memorable teachers?"
what-debt-did-you-manage,p0uw0MjuqmCyoDlT6CZw,"What debt did you manage?",3,3,financial,"Financial",19,"THEMES > Financial > What debt did you manage?"
what-were-your-friends-like-in,p83RdQI3uimTCXUsjCaO,"What were your friends like in college?",3,3,college,"College",14,"Adulthood > College > What were your friends like in college?"
how-have-sports-influenced,p9hNivZyuamnyFRn7kRd,"How have sports influenced your life?",3,3,sports,"Sports",0,"THEMES > Sports > How have sports influenced your life?"
what-is-one-of-the-craziest,pDgwd9Ai0qie3vouG9QB,"What is one of the craziest things that's
ever happened to you?",3,3,miscellaneous,"Miscellaneous",38,"THEMES > Miscellaneous > What is one of the craziest things that's
ever happened to you?"
lab-partner-crush,pFMXLIBzi1o28Mepbtxe,"Lab Partner Crush",4,4,what-extracurricular,"What extracurricular activities did you join?",3,"Preschool > Middle School > What extracurricular activities did you join? > Lab Partner Crush"
the-monster-snake,pGUlsoptpkQFbgIWl83q,"The Monster Snake",4,4,how-have-sports-influenced,"How have sports influenced your life?",5,"THEMES > Sports > How have sports influenced your life? > The Monster Snake"
my-favorites-then-and-now,pKX79OXWZazg9rfAGYZu,"My Favorites Then and Now",4,4,food,"Food",1,"THEMES > Food > My Favorites Then and Now"
what-impact-did-he-have-on,pNLmyYq2ghYvEk7444X9,"What impact did he have on your life?",3,3,my-maternal-grandmother,"My Maternal Grandmother",1,"Introduction > My Maternal Grandmother > What impact did he have on your life?"
what-is-your-favorite-holiday,pOqdSPrisrFR147lLMaU,"What is your favorite holiday?",3,3,advice,"Advice",5,"THEMES > Advice > What is your favorite holiday?"
mistaken-bravado,pSUUd9KEbT8XAO4ExBCO,"Mistaken Bravado",4,4,where-did-you-live-during,"Where did you live during college?",2,"Adulthood > College > Where did you live during college? > Mistaken Bravado"
elizabeth,pWjuUolEZREy8Wf1MaCB,"Elizabeth",3,3,parenthood,"Parenthood",4,"Adulthood > Parenthood > Elizabeth"
how-did-you-make-decisions,pXI3LxCLZ5x8V0LEBoj0,"How did you make decisions?",3,3,career-reflection,"Career Reflection",44,"Adulthood > Career Reflection > How did you make decisions?"
the-bookstore,peHaWFVtKL0pIifNgJZj,"The Bookstore",4,4,what-memories-do-you-have-of,"What memories do you have of college?",4,"Adulthood > College > What memories do you have of college? > The Bookstore"
2011,pfJLqjQZjRckCWbrIMAf,"2011",4,4,business,"Business",1,"The Decades > The 2010�s > Business > 2011"
part-time-sitter,pjsJj10bK43jdq88ZdZp,"Part-time Sitter",4,4,what-stories-do-you-remember,"What stories do you remember about her?",1,"Introduction > My Paternal Grandmother > What stories do you remember about her? > Part-time Sitter"
evolving-tastes-and-country,poOW8kSXBF5RgMP9Ygkl,"Evolving Tastes and Country Roads",4,4,what-did-you-listen-to-over,"What did you listen to over the years?",2,"THEMES > Music > What did you listen to over the years? > Evolving Tastes and Country Roads"
what-lifestyle-changes,prdwl2f0dzEKyKsvrbWc,"What lifestyle changes occurred?",3,3,parenthood,"Parenthood",63,"Adulthood > Parenthood > What lifestyle changes occurred?"
dad-s-garden,ptDrAE07FM17GXZNVG8L,"Dad's
Garden",4,4,what-do-you-remember-from-this,"What do you remember from this period?",2,"Preschool > What do you remember from this period? > Dad's
Garden"
the-arrival,ptsacZarZRV2rlscWpyS,"The Arrival",4,4,how-did-you-choose-a-major,"How did you choose a major?",3,"Adulthood > Graduate School > How did you choose a major? > The Arrival"
wood-s-lake,ptxGealXS7qEAhMloHRD,"Wood�s Lake",4,4,what-do-you-remember-outside,"What do you remember outside of school about this time?",42,"Preschool > Elementary School > What do you remember outside of school about this time? > Wood�s Lake"
what-was-it-like-becoming-a,q4mSVYILvaEAyzfXWk0H,"What was it like becoming a parent?",3,3,parenthood,"Parenthood",10,"Adulthood > Parenthood > What was it like becoming a parent?"
loves,qHA5dw8UYWOScRhNdjbj,"Loves",3,3,miscellaneous,"Miscellaneous",26,"THEMES > Miscellaneous > Loves"
what-wisdom-did-you-share,qIg0bODlWo2eShy5D8lg,"What wisdom did you share?",3,3,career-reflection,"Career Reflection",7,"Adulthood > Career Reflection > What wisdom did you share?"
how-did-you-figure-out-how-to,qLrfYPUSgE3DmXu6Uy2r,"How did you figure out how to be a parent?",3,3,parenthood,"Parenthood",1,"Adulthood > Parenthood > How did you figure out how to be a parent?"
2012,qNZXb2MgAOjYussSwIqe,"2012",4,4,business,"Business",2,"The Decades > The 2010�s > Business > 2012"
scheduling,qPFAwsC4gC29WwR8H26v,"Scheduling",4,4,what-memories-do-you-have-of,"What memories do you have of college?",3,"Adulthood > College > What memories do you have of college? > Scheduling"
how-did-society-change,qPqwKIIRvr5ACLz1BtrT,"How did society change?",3,3,parenthood,"Parenthood",75,"Adulthood > Parenthood > How did society change?"
tom-campbell,qSGS3NwjcUVUasZdMPfK,"Tom Campbell",4,4,who-was-your-worst-boss,"Who was your worst boss?",0,"Adulthood > Career Reflection > Who was your worst boss? > Tom Campbell"
what-convictions-strengthened,qaXcXiHA8NORymiaguCu,"What convictions strengthened?",3,3,childhood-reflection,"Childhood Reflection",11,"Preschool > Childhood Reflection > What convictions strengthened?"
which-was-your-best-job,qczLfeblQHcO16zkjXto,"Which was your best job",3,3,career-reflection,"Career Reflection",16,"Adulthood > Career Reflection > Which was your best job"
first-priority,qf3StoenR6PiIv6gQsk0,"First Priority",4,4,what-beliefs-or-values-did-he,"What beliefs or values did he instill in you?",6,"Introduction > My Father > What beliefs or values did he instill in you? > First Priority"
newspaper-delivery,qfOK0oTYQa7nCbljbKJa,"Newspaper Delivery",4,4,what-beliefs-or-values-did-he,"What beliefs or values did he instill in you?",0,"Introduction > My Father > What beliefs or values did he instill in you? > Newspaper Delivery"
1963,qgMHiGJzIeADKsXzWoug,"1963",4,4,business,"Business",3,"The Decades > The 1960�s > Business > 1963"
color,qhDEAM46CesvOpq0b5pS,"Color",4,4,favorites,"Favorites",2,"THEMES > Miscellaneous > Favorites > Color"
what-did-you-do-together,qjmdaGXdrBnnaFeg9pYC,"What did you do together?",3,3,my-siblings,"My Siblings",5,"Introduction > My Siblings > What did you do together?"
adulthood,qmYO3767JUq1jRbdpWvM,"Adulthood",1,1,,,3,"Adulthood"
what-courses-did-you-take,qnwlKR8hDpnEtH1FJwwx,"What courses did you take?",3,3,high-school,"High School",4,"Preschool > High School > What courses did you take?"
unnamed,qq4pyzUd2hQ9Nx28iwQM,"",3,3,my-birth,"My Birth",2,"Introduction > My Birth > "
what-decision-did-you-worry,qqdUGx6OcvXOqWdZijNF,"What decision did you worry about that didn�t matter?",3,3,miscellaneous,"Miscellaneous",10,"THEMES > Miscellaneous > What decision did you worry about that didn�t matter?"
what-made-each-place-special,qz6TEG7znkHl2yn4mgoh,"What made each place special?",3,3,parenthood,"Parenthood",39,"Adulthood > Parenthood > What made each place special?"
what-career-regrets-do-you,r1gTJsB0hVZkJHcBebvT,"What career regrets do you have?",3,3,career-reflection,"Career Reflection",13,"Adulthood > Career Reflection > What career regrets do you have?"
hippies,r4h8VeWwaG9o46O54mai,"�Hippies",4,4,society-culture,"Society & Culture",0,"The Decades > The 1960�s > Society & Culture > �Hippies"
pepper-steak,rC0ohPg9FFmpMCgRCY8x,"Pepper Steak",4,4,how-did-you-choose-a-major,"How did you choose a major?",24,"Adulthood > Graduate School > How did you choose a major? > Pepper Steak"
what-advice-would-you-give,rGq9aLevftCe91IGic7W,"What advice would you give your 20, 30, 40, 50, 60 year old self?",3,3,advice,"Advice",0,"THEMES > Advice > What advice would you give your 20, 30, 40, 50, 60 year old self?"
my-birth,rIFfZboQxjBPJ27evGnN,"My Birth",2,2,introduction,"Introduction",1,"Introduction > My Birth"
the-house,rL0vQMk4js9tRhfpP9V0,"The House",4,4,how-did-you-choose-a-major,"How did you choose a major?",8,"Adulthood > Graduate School > How did you choose a major? > The House"
the-1990-s,rPZ1AFp1DU0dyuQA3Occ,"The 1990�s",2,2,the-decades,"The Decades",4,"The Decades > The 1990�s"
my-parents,rUDoZLEQ7GKZcZBwjC64,"My Parents",2,2,introduction,"Introduction",3,"Introduction > My Parents"
what-s-one-thing-you-wish-you,rWSNkpMNYS9hr1RnkiC0,"What's one thing you wish you'd known
before going to college?",3,3,college,"College",21,"Adulthood > College > What's one thing you wish you'd known
before going to college?"
how-did-you-get-to-school,rZQyFIUXmVlFHVuMfxfk,"How did you get to school?",3,3,elementary-school,"Elementary School",1,"Preschool > Elementary School > How did you get to school?"
what-were-your-aspirations,rbO6cl2IxbhZM0T9p2MC,"What were your aspirations?",3,3,childhood-reflection,"Childhood Reflection",14,"Preschool > Childhood Reflection > What were your aspirations?"
what-advice-would-you-give,rcY7SF0h3iwARyHcLgJd,"What advice would you give your great grandchildren?",3,3,personal-reflection,"Personal Reflection",3,"Adulthood > Personal Reflection > What advice would you give your great grandchildren?"
how-would-you-describe-your,reExilhCvhTOPlz4pMlj,"How would you describe your politics?",3,3,politics,"Politics",0,"THEMES > Politics > How would you describe your politics?"
christmas-tree,rpD9hZ9OVkH0vuqm1Xid,"Christmas Tree",4,4,what-do-you-remember-outside,"What do you remember outside of school about this time?",25,"Preschool > Elementary School > What do you remember outside of school about this time? > Christmas Tree"
1979,rw6vJxtznpRfiM1ijfDm,"1979",4,4,the-1970-s-economics,"The 1970�s - Economics",9,"The Decades > The 1970�s - Economics > 1979"
